1	4	2247	50	1	3	1	1	2	1	1	5	1
2	4	1405	80	2	5	1	2	4	1	2	1402	1
4	6	1398	130	4	6	1	4	42	1	4	7	1
9	3	895	150	9	7	1	9	8	1	9	1408	1
11	3	3304	50	11	8	1	11	10	1	11	10	1
13	6	2119	90	13	10	1	13	12	1	13	1414	1
21	8	1093	120	21	12	1	21	14	1	21	14	1
26	9	1532	80	26	14	1	26	16	1	26	1420	1
27	3	3449	60	27	15	1	27	18	1	27	16	1
28	9	3340	40	28	16	1	28	20	1	28	1426	1
29	9	1349	130	29	17	1	29	22	1	29	18	1
30	7	2642	70	30	18	1	30	24	1	30	1432	1
31	4	2119	50	31	19	1	31	26	1	31	20	1
40	10	3314	40	40	20	1	40	28	1	40	1438	1
41	10	3410	50	41	22	1	41	30	1	41	23	1
45	10	1917	120	45	23	1	45	32	1	45	1444	1
46	9	2304	60	46	24	1	46	34	1	46	25	1
54	5	2202	70	54	25	1	54	36	1	54	1450	1
60	7	2377	60	60	32	1	60	38	1	60	33	1
68	2	1220	130	68	33	1	68	40	1	68	1456	1
79	5	3482	40	79	34	1	79	42	1	79	35	1
80	7	2626	90	80	35	1	80	44	1	80	1462	1
84	3	1323	140	84	36	1	84	46	1	84	37	1
86	4	2350	60	86	37	1	86	48	1	86	1468	1
89	9	3272	60	89	38	1	89	50	1	89	39	1
92	2	1222	150	92	39	1	92	52	1	92	1474	1
93	2	1521	80	93	42	1	93	54	1	93	43	1
94	9	1188	140	94	43	1	94	56	1	94	1480	1
95	1	3244	50	95	44	1	95	58	1	95	47	1
96	10	2191	60	96	47	1	96	60	1	96	1486	1
98	8	3005	60	98	48	1	98	62	1	98	49	1
101	2	1036	120	101	49	1	101	64	1	101	1492	1
107	4	3235	40	107	50	1	107	66	1	107	51	1
108	7	3063	40	108	51	1	108	68	1	108	1498	1
110	5	2434	50	110	52	1	110	70	1	110	53	1
111	6	1145	120	111	53	1	111	72	1	111	1504	1
113	8	2186	70	113	55	1	113	74	1	113	56	1
114	4	3383	60	114	56	1	114	76	1	114	1510	1
117	10	3501	40	117	57	1	117	78	1	117	58	1
122	9	2815	60	122	58	1	122	80	1	122	1516	1
129	3	2285	50	129	59	1	129	82	1	129	61	1
130	4	3173	50	130	61	1	130	84	1	130	1522	1
133	3	1482	80	133	62	1	133	86	1	133	63	1
140	5	1701	90	140	63	1	140	88	1	140	1528	1
141	4	3291	40	141	64	1	141	90	1	141	65	1
143	1	2629	80	143	65	1	143	92	1	143	1534	1
